Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	X739D12_R1	X739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2	MiniXist_R1	MiniXist_p.value1	MiniXist_R2	MiniXist_p.value2	MiniXist_Fishers_p.value	MiniXist_q.vaule	DelB_MiniXist_R1	DelBMiniXist_p.value1	DelB_MiniXist_R2	DelB_MiniXist_p.value2	DelB_MiniXist_Fishers_p.value	DelB_MiniXist_q.vaule	rRS	MiniXist_cRS	DelB_MiniXist_cRS	site	site2	Sig
chr11	94601785	94601786	Acsf2	0.058461465	0.088285204	0	0.199794969	0.4461	0.4573	0.543450029	0.160319088	0	0	0.188910474	0.282893944	0.4252	8e-04	0.2186	0.0453	0.000406807	0.001338354	0.2579	0.0016	0	0.505	0.006561726	0.056163929	0.0866354095	0.2352645905	0.0423145905	95	R	2.29774569826203
chr11	94629823	94629824	Lrrc59	0	0.13675582	0.009362518	0.072131097	0.1047	0.0444	0	0.10581401	0.046026981	0.021538426	0	0	0.1061	0.0021	0.0619	0.0426	0.000923381	0.002767403	0	0.4999	0	0.5105	0.603727178	0.611534142	0.05456235875	0.02943764125	0	95	R	11.976476881914
chr11	94653753	94653754	Eme1	0.096865723	0	0.193670827	0.045623651	0.1238	0	0	0	0	0	0.081973647	0.072486966	0.1381	0.019	0.0534	0.173	0.022081343	0.046174237	0.0923	0.0641	0	0.5025	0.142867615	0.49865686	0.08404005025	0.01170994975	0	95	R	4.41961685349768
chr11	94653790	94653791	Mrpl27	0	0.024726565	0	0	0.2389	0.0988	0.090004321	0	0	0.00445861	0	0	0	0.5001	0	0.5109	0.604139635	0.608316432	0.0221	0.3969	0.143	0.0769	0.137021284	0.49249643	0.00618164125	0	0.07636835875	95	R	0.701796548347161
chr11	94677492	94677493	Xylt2	0.151947619	0.29112453	0	0	0.0348	0.1522	0	0	0.13666905	0.174569761	0.011772688	0.139162099	0.1154	0.079	0.2464	0.0013	0.001045866	0.003079663	0.0311	0.3572	0.0475	0.2907	0.339023195	0.611534142	0.11076803725	0.07013196275	0	95	R	11.7590832765421
chr11	94991211	94991212	Ppp1r9b	0.138659811	0.293335497	0.188400077	0.202010894	0.1354	0.4054	0	0	0	0	0.050578402	0.117729736	0.3219	2e-04	0.6789	0	0	0	0	0.5018	0.0199	0.3947	0.518756578	0.611534142	0.20560156975	0.29479843025	0	95	R	42.1389170131285
chr11	95041370	95041371	Pdk2	0.056099592	0.052079391	0.094380599	0	0.1982	0	1	1	0	0	0.043429454	0.026327379	0.4881	0.0036	0.668	2e-04	1.09e-05	4.63e-05	0	0.4922	0	0.4923	0.585793568	0.611534142	0.0506398955	0.5274101045	0	96	R	20.2941475178233
chr11	95076713	95076714	Itga3	0.184988636	0.087197923	0.374083695	0.429420762	0	0.1905	0	0	0	0	0.011577616	0.06653074	0.3682	0	0.409	0	0	0	0	0.4972	0	0.5001	0.594698052	0.611534142	0.268922754	0.119677246	0	96	R	42.1389170131285
chr11	95310245	95310246	Kat7	0	0	0.034684794	0.10673141	0.0877	0.0387	0.121361049	0.226576741	0	0	0	0	0.0637	0.0088	0.0207	0.2273	0.014430708	0.031684815	0	0.4996	0	0.5021	0.597749335	0.611534142	0.035354051	0.006845949	0	96	R	7.01916747986093
chr11	95337017	95337018	Fam117a	0.073578842	0.093117877	0.289643258	0.256822978	0.1714	0.1816	0	0	0	0	0	0	0.1065	0.0263	0.084	0.0813	0.015283345	0.033267626	0	0.4966	0	0.5058	0.598207024	0.611534142	0.17829073875	0	0	96	R	6.92004441415352
chr11	95384921	95384922	Slc35b1	0.070233194	0	0	0.11200472	0.106	0	0	0.317964985	0	0.078766037	0	0	0.0678	0.2063	0	0.5086	0.341477557	0.455604139	0	0.501	0	0.4988	0.596433277	0.611534142	0.0455594785	0	0	96	R	1.59852735413214
chr11	95414082	95414083	Spop	0	0	0.07867832	0.025990627	0.0285	0.3465	0.156628728	0.279519088	0.063093491	0.092639305	0	0	0.083	0.0137	0.0921	0.0068	0.000957796	0.00285361	0	0.4969	0	0.4991	0.59379687	0.611534142	0.02616723675	0.06138276325	0	96	R	11.9141009555266
chr11	95666956	95666957	Phb	0	0	0	0	0	0.023	0	0	0	0	0.098428184	0.016822656	0.1206	5e-04	0.0803	0.0111	7.27e-05	0.000284658	0	0.5017	0	0.4969	0.595594883	0.611534142	0	0.10045	0	96	R	16.6012119976406
chr11	95723585	95723586	B130006D01Rik	0	0	0	0	0.3261	0.0578	0	0.19693386	0.229779328	0.023113949	0.185834213	0.156853503	0.2375	0.0366	0.188	0.109	0.026027302	0.053106212	0	0.4977	0	0.4957	0.591990784	0.611534142	0	0.21275	0	96	R	5.9689994462
chr11	95749066	95749067	Zfp652	0	0	0.003846928	0	0.1209	0.2948	0.608732278	0.731170338	0.079659428	0.130114259	0.092508288	0	0.1292	0.0108	0.1478	0.0062	0.00071054	0.002201367	0	0.505	0	0.5027	0.601899838	0.611534142	0.000961732	0.137538268	0	96	R	12.4417837708815
chr11	95858816	95858817	4833417C18Rik	0.141841233	0	0.002305489	0.735018008	0	0.2379	0	0	0.197997384	0.1147599	0.094796813	0	0.2896	0.0054	0.0145	0.4476	0.016980218	0.036489404	0	0.5077	0	0.5073	0.606935662	0.611534142	0.2197911825	0	0	96	R	6.7320816290709
chr11	95914870	95914871	B4galnt2	0	0	0.517248436	0.394870458	0	0	1	0	0	0.094685711	0.042726895	0.00825156	0.2161	0.0248	0.0938	0.2118	0.032823876	0.064373038	0	0.4989	0	0.5007	0.596295183	0.611534142	0.2280297235	0	0	96	R	5.57776919592591
chr11	96005943	96005944	Igf2bp1	0	0	0	0	0.1477	0.3194	0.000700924	0	0	0	0.030709974	0.005589579	0.2971	0	0.2801	0	0	0	0	0.5018	0	0.5053	0.601482939	0.611534142	0	0.2886	0	97	R	42.1389170131285
chr11	96034916	96034917	Snf8	0.019111682	0	0.391159793	0.320334074	0	0	0.239715561	0.069949983	0	0	0.220250587	0	0.1686	0.0291	0.2158	0.0067	0.001860533	0.005176691	0	0.5046	0	0.5034	0.60210837	0.611534142	0.18265138725	0.00954861274999999	0	97	R	10.703039924107
chr11	96065363	96065364	Ube2z	0	0.100670419	0	0	0.0974	0.057	0	0	0.027272758	0.044327331	0	0	0.1462	0.0011	0.0458	0.1513	0.001614527	0.004529644	0.0234	0.259	0	0.4935	0.390755445	0.611534142	0.02516760475	0.07083239525	0	97	R	10.9745463965834
chr11	96075693	96075694	Atp5g1	0.149967008	0.016906282	0	0.010901275	0.1532	0.1314	0.487175967	0.676282072	0	0	0	0	0.0597	0.122	0.0686	0.1083	0.070378029	0.122978908	0	0.5017	0.0279	0.3724	0.500252985	0.611534142	0.04444364125	0.01970635875	0	97	R	4.26150570015011
chr11	96111961	96111962	Calcoco2	0	0	0	0	0.3065	0.0596	1	0.525112764	0	0	0	0.163534015	0.1931	0.0151	0.3713	5e-04	9.66e-05	0.000368152	0	0.4999	0	0.4991	0.595880068	0.611534142	0	0.2822	0	97	R	16.0782051828945
chr11	96133785	96133786	Ttll6	0	0	0	0	0	0.258	0	0	0	0.013928483	0	0	0.4949	0	0.6446	0	0	0	0	0.5116	0	0.5006	0.604965645	0.611534142	0	0.56975	0	97	R	42.1389170131285
chr11	96251659	96251660	Gm53	0	0	0.520374869	0.909370972	0	0	0	0	0	0	0.019147619	0	0.075	0.2818	0.3807	0.0012	0.003040732	0.007953278	0	0.4982	0	0.5023	0.596914304	0.611534142	0.35743646025	0	0	97	R	9.82985652273727
chr11	96464590	96464591	Skap1	0.338230802	0.398553299	0.347223604	0.17689461	0.502	0.3883	0.282352253	0	0	0	0	0	0.1798	0.0504	0.88	0	0	0	0	0.4926	0	0.4911	0.585234454	0.611534142	0.31522557875	0.21467442125	0	97	R	42.1389170131285
chr11	96777554	96777555	Snx11	0	0	0	0	0.1557	0.2406	0.22467029	0.629628499	0	0	0.185563488	0.187887303	0.5539	0	0.3863	0	0	0	0	0.4959	0	0.4986	0.592754121	0.611534142	0	0.4701	0	97	R	42.1389170131285
chr11	96789135	96789136	Cbx1	0	0	0	0	0.1917	0.1688	0	0	0	0	0	0	0.274	0	0.1666	0	0	0	0.1165	3e-04	0.1443	1e-04	5.5e-07	1.29e-05	0	0.2203	0.1304	97	R	1.84072545248639
chr11	96829967	96829968	Nfe2l1	0.067799624	0	0	0.058069857	0.1394	0.0659	0	0.052360348	0	0	0	0	0.1688	0	0.0695	0.0337	0	0	0.1409	1e-04	0	0.5015	0.00054666	0.008391301	0.03146737025	0.08768262975	0.03898262975	97	R	4.33490378375485
chr11	96849875	96849876	Copz2	0	0.001129165	0	0	0	0	1	1	0.006106675	0.068862247	0	0	0.4634	3e-04	0.3713	0.0023	1.05e-05	4.48e-05	0.094	0.1452	0.177	0.0475	0.041221084	0.217291559	0.00028229125	0.41706770875	0.13521770875	97	R	6.55956775425191
chr11	96916480	96916481	Cdk5rap3	0.259630845	0.233789382	0	0	0	0.0719	0.148689488	0.045351222	0	0.022380425	0.109737352	0.114997639	0.1731	7e-04	0.2148	1e-04	1.22e-06	5.57e-06	0	0.4972	0	0.5034	0.596976112	0.611534142	0.12335505675	0.07059494325	0	97	R	24.6000762907897
chr11	96929323	96929324	Prr15l	0.023788529	0.018552633	0	0	0.2581	0.2265	0	0	0.225098197	0.045483934	0.17124164	0.083164922	0.2441	0.0596	0.2971	0.0309	0.013438629	0.029570839	0	0.5001	0	0.5021	0.598096388	0.611534142	0.0105852905	0.2600147095	0	97	R	7.15957214142803
chr11	96944018	96944019	Pnpo	0	0	0.128722053	0.204065468	0.302	0.4324	1	1	0	0	0	0	0.3791	1e-04	0.3053	2e-04	3.75e-07	1.76e-06	0	0.4957	0.0967	0.1078	0.209965851	0.610768348	0.08319688025	0.25900311975	0	97	R	26.8734691220402
chr11	96944145	96944146	D030028A08Rik	0.240958169	0.252446505	0	0	0.2919	0.6556	0	0	0	0	0.066459455	0.184708479	0.2569	0.0207	0.0201	0.4305	0.05097675	0.093611849	0	0.5016	0	0.4983	0.596500499	0.611534142	0.1233511685	0.0151488315	0	97	R	4.81633387451582
chr11	96977687	96977688	Sp2	0.05555991	0.076152739	0	0.09074621	0.2425	0.1713	0.158714959	0.113647501	0.004326428	0	0	0	0	0.4988	0.2647	8e-04	0.003522106	0.009028749	0	0.4987	0	0.5016	0.596778607	0.611534142	0.05561471475	0.07673528525	0	97	R	9.57195974813203
chr11	97013568	97013569	Sp6	0.125815417	0.009426088	0	0	0.2945	0.3673	1	1	0.284011403	0.382327216	0.055199791	0.166970286	0.3024	0.0113	0.0525	0.3608	0.02651048	0.053874416	0	0.4988	0.0404	0.3622	0.489803447	0.611534142	0.03381037625	0.14363962375	0	98	R	5.93979600395705
chr11	97029951	97029952	Scrn2	0	0.044941868	0	0	0	0.6651	0	0	0	0	0.068709797	0.023646247	0.555	0	0.305	0.005	0	0	0	0.5065	0	0.4992	0.600501196	0.611534142	0.011235467	0.418764533	0	98	R	42.1389170131285
chr11	97041585	97041586	Mrpl10	0.060865402	0.137418719	0.186633182	0	0.0693	0.2235	0	0.159392505	0.159043141	0.029956095	0.039028732	0.024740231	0.1998	0	0.1469	0.0015	0	0	0	0.5068	0	0.4998	0.601124809	0.611534142	0.09622932575	0.07712067425	0	98	R	42.1389170131285
chr11	97050819	97050820	Osbpl7	0	0	0.270461306	0.200354975	0.1094	0.3003	0.02387082	0.137129009	0.029003529	0	0.073181453	0.01744724	0.051	0.3458	0.0934	0.2482	0.296569848	0.412015882	0	0.4982	0	0.5031	0.597466116	0.611534142	0.11770407025	0	0	98	R	1.80301208433155
chr11	97149711	97149712	Tbkbp1	0.096378161	0	0.345007223	0.006736846	0	0.1715	0	0	1	0.96657745	0	0.100761812	0.7089	1e-04	0.2554	0.0856	0.000108442	0.00040716	0	0.5044	0	0.4943	0.595636818	0.611534142	0.1120305575	0.3701194425	0	98	R	15.873420213232
chr11	97187891	97187892	Kpnb1	0.192961106	0.098287992	0	0	0	0.1082	0.258459731	0.459499291	0	0.125869989	0.031722596	0.051090032	0.088	0	0.0727	0	0	0	0.0166	0.148	0.1087	0	0	0	0.0728122745	0.00753772550000001	0	98	R	1
chr11	97280575	97280576	Npepps	0	0.042014354	0	0.072510452	0.2545	0.2619	0.101827449	0.068866148	0	0	0	0	0.3619	0	0.3016	0	0	0	0	0.4944	0.0228	0.2183	0.34820606	0.611534142	0.0286312015	0.3031187985	0	98	R	42.1389170131285
chr11	97315715	97315716	Mrpl45	0.011058691	0	0	0	0.2012	0.1044	0.104191772	0.048655376	0	0	0	0.002168033	0.2074	0	0.1894	0	0	0	0	0.4978	0	0.5009	0.595668903	0.611534142	0.00276467275	0.19563532725	0	98	R	42.1389170131285
chr11	97362550	97362551	Socs7	0	0	0.100564703	0.259815443	0	0.1614	0.422915575	0.510366631	0.050678791	0	0.067911144	0.043811895	0.2951	0	0.2684	0	0	0	0.008	0.4548	0	0.5063	0.568415137	0.611534142	0.0900950365	0.1916549635	0	98	R	42.1389170131285
chr11	97450159	97450160	Arhgap23	0	0	0.116065574	0.032983607	0.2557	0.2086	0	0	0.06735874	0.045156996	0	0	0.5121	0	0.4173	0	0	0	0	0.5091	0	0.5104	0.610029821	0.611534142	0.03726229525	0.42743770475	0	98	R	42.1389170131285
chr11	97575125	97575126	Srcin1	0	0.172728153	0.004726503	0	0.4125	0.5181	0	0	0.216647073	0.077627872	0	0	0.2388	0.0072	0.1764	0.0539	0.003436176	0.008830886	0	0.5076	0	0.5087	0.607829997	0.611534142	0.044363664	0.163236336	0	98	R	9.61701702064747
chr11	97598510	97598511	2410003L11Rik	0	6.32e-06	0.030787713	0	0.0803	0.1915	0.101262458	0	0.190409198	0.150746105	0.095924174	0.182589938	0	0.5105	0.0694	0.1378	0.257069842	0.362120698	0.0166	0.4107	0	0.5027	0.532179577	0.611534142	0.00769850825	0.02700149175	0.00060149175	98	R	2.06549356381058
chr11	97629715	97629716	E130012A19Rik	0	0.032883458	0.311470615	0.128954806	0.2829	0.3239	0.540075491	0.249303007	0.272699305	0.242571672	0	0	0.1949	0.008	0.4036	0	0	0	0	0.4969	0.1321	0.0527	0.121571595	0.457477457	0.11832721975	0.18092278025	0	98	R	26.4994023807841
chr11	97663411	97663412	Mllt6	0	0.123369527	0	0	0.2118	0.3033	0.086131687	0.68113343	0.085917275	0.03503802	0.012786832	0	0.1099	0.0078	0.1404	8e-04	8.1e-05	0.000314745	0.0147	0.3802	0	0.5058	0.509353253	0.611534142	0.03084238175	0.09430761825	0	98	R	16.3969070762864
chr11	97685951	97685952	Cisd3	0	0.36362117	0.339262306	0	0.2149	0.3899	1	1	0.111564522	0.279149072	0	0	0.2307	0.0303	0	0.4961	0.078129219	0.135120738	0	0.5017	0.3043	0.0639	0.142346372	0.49865686	0.175720869	0	0	98	R	2.87651609079636
chr11	97700496	97700497	Pcgf2	0	0	0	0.04108165	0	0.2656	0.430335588	0.070521438	0.067502176	0.176177693	0	0	0	0.4932	0	0.4957	0.588858781	0.608316432	0	0.4933	0	0.495	0.588442015	0.611534142	0.0102704125	0	0	98	R	1.01072744852518
chr11	97703433	97703434	Psmb3	0	0	0	0	0.1514	0.2357	0.332585333	0.210387331	0	0	0.055006228	0	0.1199	0.008	0.0808	0.0476	0.003378928	0.008705912	0.0626	0.1043	0.061	0.1903	0.09764639	0.388278953	0	0.10035	0.0618	98	R	5.01437226172557
chr11	97744703	97744704	Pip4k2b	0	0.064710333	0	0	0.2233	0.2252	0	0	0.004204929	0	0	0.070144472	0.1693	2e-04	0.1714	2e-04	7.21e-07	3.34e-06	0	0.4929	0	0.4962	0.58899644	0.611534142	0.01617758325	0.15417241675	0	98	R	25.6397683051917
chr11	97766612	97766613	Cwc25	0.074685971	0	0	0	0	0.0124	0.384581118	0.095779279	0.064991258	0.060608469	0	0	0.0248	0.3974	0.0569	0.2355	0.315283514	0.43090169	0	0.4998	0.1922	0.004	0.014424244	0.104809258	0.01867149275	0.02217850725	0.07742850725	98	R	0.373235679014365
chr11	97782438	97782439	Rpl23	0.032271944	0.042574758	0.059099959	0.113697314	0.0262	0.1168	0.320036544	0.042415729	0	0	0.037883857	0.040427807	0.1246	0	0	0.4916	0	0	0.002	0.425	0	0.5012	0.542412108	0.611534142	0.06191099375	0.000389006250000004	0	98	R	42.1389170131285
chr11	97799671	97799672	Lasp1	0	0	0.13978743	0.209096162	0.3297	0.2414	0.136751084	0.157166161	0	0	0	0	0.5022	0	0.4381	0	0	0	0	0.5039	0	0.5	0.599269279	0.611534142	0.087220898	0.382929102	0	98	R	42.1389170131285
chr11	97884153	97884154	Fbxo47	0.097519721	0.210162746	0.187417862	0.334345849	0	0.5459	0	0	0	0.06567524	0	0	0.4572	1e-04	0.2264	0.0589	7.68e-05	0.000299564	0	0.4985	0	0.4932	0.590800142	0.611534142	0.2073615445	0.1344384555	0	98	R	16.4974278184057
chr11	97986445	97986446	Plxdc1	0.096352314	0.135906712	0.299005407	0	0.3575	0.4288	0.14875643	0.511215128	0	0	0.121586138	0.108678875	0.3181	0	0.2047	0.0011	0	0	0	0.5067	0	0.5052	0.604799269	0.611534142	0.13281610825	0.12858389175	0	98	R	42.1389170131285
chr11	97996172	97996173	Arl5c	0	0	0.402818869	0.156217115	0.6101	0.6794	0	0	0.156848742	0.223047572	0	0.023584556	0.3398	0.0152	0.2146	0.1101	0.012372042	0.027892328	0	0.4974	0	0.5004	0.595044797	0.611534142	0.139758996	0.137441004	0	98	R	7.27839865377932
chr11	98022626	98022627	Cacnb1	0.208903089	0	0.11042176	0.471763787	0.2721	0.0838	1	0.814967758	0	0	0	0	0.0946	0.2204	0	0.4972	0.35187875	0.465789695	0.254	0.0157	0.3487	8e-04	0.0001543	0.0028335	0.197772159	0	0.103577841	99	R	0.130240282105136
chr11	98026709	98026710	Rpl19	0.03109155	0.013550029	0	0	0.0063	0	0	0	0	0	0	0	0.0451	0.0104	0.0731	0	0	0	0	0.4962	0	0.5055	0.597721594	0.611534142	0.01116039475	0.04793960525	0	99	R	42.1389170131285
chr11	98053461	98053462	Stac2	0.023249531	0.258731528	0.722892719	0.228836737	0.0413	0	1	0	0.258481632	0.353212384	0	0	0.0255	0.4296	0.2319	0.0505	0.104800695	0.171252784	0	0.4978	0	0.4992	0.59449209	0.611534142	0.30842762875	0	0	99	R	3.58818664068224
chr11	98149615	98149616	Fbxl20	0	0	0.141784976	0.083287681	0.0335	0.0797	0	0.07588231	0	0	0.017768817	0	0.01	0.4204	0.0371	0.2161	0.308754115	0.425432001	0	0.5007	0.0909	0.0156	0.04571132	0.234357529	0.05626816425	0	0	99	R	0.589045267163906
chr11	98193292	98193293	Med1	0.042517323	0.001965625	0	0	0.1102	0.1414	0.00676585	0.015031719	0	0	0.046295249	0.011016273	0.0296	0.2214	0	0.494	0.351411391	0.465781502	0.0227	0.2764	0	0.5048	0.414324477	0.611534142	0.011120737	0.003679263	0.000229263	99	R	1.5536045709644
chr11	98203304	98203305	Cdk12	0	0	0	0.114661283	0	0.0205	0	0.038120159	0.00211622	0	0	0	0.0484	0.0379	0.123	0	0	0	0.0443	0.0443	0.0612	0.0199	0.007082362	0.059609884	0.02866532075	0.05703467925	0.02408467925	99	R	7.34884818014972
chr11	98358367	98358368	Stard3	0.097130124	0	0	0	0.2986	0.1757	0	0	0	0	0	0	0	0.5006	0	0.4999	0.596919956	0.608316432	0	0.4986	0.0558	0.2501	0.384305709	0.611534142	0.024282531	0	0.003617469	99	R	1.01072744852518
chr11	98400489	98400490	Pgap3	0	0	0	0	0	0	0.41595172	0	0.353114393	0.407329648	0.013630205	0	0	0.4963	0	0.4949	0.59046144	0.608316432	0	0.4925	0	0.4954	0.588161377	0.611534142	0	0	0	99	R	1.01072744852518
chr11	98412483	98412484	Erbb2	0.046956386	0.260043152	0.029294657	0	0.0242	0	0	0	0	0	0	0.028448598	0.7919	0	0.0648	0.3104	0	0	0.0431	0.3628	0.1041	0.1647	0.228109672	0.611534142	0.08407354875	0.34427645125	0	99	R	42.1389170131285
chr11	98438987	98438988	Mien1	0.372461886	0.063868421	0	0	0	0	0	0	0.02390081	0.274606782	0.129763807	0	0.1375	0.1698	0.4901	7e-04	0.001193065	0.003442844	0.4071	2e-04	0	0.5027	0.001026006	0.013816883	0.10908257675	0.20471742325	0.09446742325	99	R	1.32452996458331
chr11	98446833	98446834	Grb7	0.10998391	0	0.315519705	0.051518985	0.2231	0.3471	0.426191248	0.40318585	0	0	0	0	0.2304	0.0041	0.1518	0.0176	0.000760323	0.002320018	0	0.483	0	0.4956	0.581614877	0.611534142	0.11925565	0.07184435	0	99	R	12.335037033219
chr11	98587244	98587245	Ormdl3	0.141199062	0	0	0	0	0	0.888320517	0.819788334	0	0.139236305	0	0.071609798	0.172	0.0805	0	0.5002	0.169610693	0.254164391	0	0.4922	0.1414	0.1289	0.238398625	0.611534142	0.0352997655	0.0507002345	0.0354002345	99	R	2.78531355695662
chr11	98682553	98682554	Psmd3	0.140938975	0.045472117	0	0.056023604	0.1505	0.1563	0.055785957	0.134352668	0	0	0.010825963	0.071388896	0.1693	1e-04	0.0983	0.0123	1.8e-05	7.47e-05	0	0.4975	0	0.4934	0.590247469	0.611534142	0.060608674	0.073191326	0	99	R	19.3215061902499
chr11	98729434	98729435	Med24	0	0	0.023602371	0	0.1129	0.0907	0	0	0	0	0.076406708	0.153789826	0.0585	0.1526	0.1149	0.0186	0.019484004	0.041083182	0	0.5077	0	0.5037	0.604449828	0.611534142	0.00590059275	0.08079940725	0	99	R	6.49096601275604
chr11	98741872	98741873	Thra	0	0	0	0	0.1923	0.3854	0.219975235	0.299930325	0	0	0.048393297	0	0.527	0	0.561	0	0	0	0	0.5032	0	0.5008	0.599341729	0.611534142	0	0.544	0	99	R	42.1389170131285
chr11	98775376	98775377	Nr1d1	0	0	0	0	0.0581	0	0.164157882	0.110325718	0	0	0	0	0.3006	0.0373	0	0.4967	0.092422065	0.155060275	0	0.4965	0.0422	0.3955	0.516005261	0.611534142	0	0.1503	0.0211	99	R	3.79015889263564
chr11	98795768	98795769	Msl1	0	0	0	0.235279637	0	0.2977	0.609484112	0.482620933	0	0	0.124118046	0.155347666	0.304	2e-04	0.0937	0.1149	0.000268427	0.000925294	0	0.4983	0	0.4914	0.589401333	0.611534142	0.05881990925	0.14003009075	0	99	R	14.2041851383332
chr11	98809807	98809808	Casc3	0.011778486	0	0.002294474	0.144359714	0.2803	0.2838	0	0	0	0	0.131686108	0.061180283	0.1767	0.0035	0.1739	0.0018	8.17e-05	0.000316321	0	0.5077	0	0.5041	0.604726675	0.611534142	0.0396081685	0.1356918315	0	99	R	16.3867507621605
chr11	98810088	98810089	Gm12359	0.279736805	0.308672502	0.225192229	0.556265113	0	0	0.398051314	0	0	0	0.099582202	0.017347786	0	0.5003	0	0.4989	0.596018294	0.608316432	0.1761	0.1864	0.1894	0.1353	0.11803228	0.45156289	0.34246666225	0	0	99	R	0.625200863214242
chr11	98836784	98836785	Rapgefl1	0	0	0	0	0.5814	0.3896	0	0	0.147825921	0	0	0	0.7679	0.001	0.371	0.0416	0.000461236	0.001512496	0	0.4918	0.1027	0.2897	0.420099128	0.611534142	0	0.56945	0.05135	99	R	13.2049576103083
chr11	98863597	98863598	Wipf2	0	0	0	0.221048032	0.1534	0.1704	0.229922439	0.086175984	0.12919726	0	0.016567064	0	0.2836	0	0.1541	0.0118	0	0	0.0268	0.3478	0.0273	0.3137	0.350820768	0.611534142	0.055262008	0.163587992	0	99	R	42.1389170131285
chr11	98907888	98907889	Cdc6	0	0	0.028739449	0.070659475	0.0885	0.1886	0.110454064	0	0	0	0	0	0.2363	0	0.1649	0.0013	0	0	0.0911	0.0245	0.011	0.4225	0.05766317	0.272148606	0.024849731	0.175750269	0.026200269	99	R	15.9237391807904
chr11	98937695	98937696	Rara	0	0.035290489	0	0	0.0371	0.4445	0.510609371	0.349132733	0	0	0	0	0.3375	0	0.3086	0	0	0	0	0.5088	0.086	0.0587	0.134728525	0.487726917	0.00882262225	0.31422737775	0.03417737775	99	R	28.862502351804
chr11	99024188	99024189	Top2a	0	0	0	0	0.0376	0.0833	0.07312776	0	0	0.014664076	0.02028877	0.010610712	0.1247	0	0.0673	0	0	0	0	0.4995	0	0.5058	0.600229285	0.611534142	0	0.096	0	100	R	42.1389170131285
chr11	99041259	99041260	Igfbp4	1	0.728562918	0	0	0.544	0.8155	0	0.095017149	0.190502844	0.177659125	0	0.143184543	0.6037	0.002	0.4894	0.0044	0.000111239	0.000416115	0	0.5047	0	0.4969	0.597661195	0.611534142	0.4321407295	0.1144092705	0	100	R	15.8291825779602
chr11	99089305	99089306	Tns4	0.00959269	0	0	0	0	0	0	0	0	0	0.01861004	0	0.359	0.057	0.324	0.0706	0.02621939	0.05339029	0	0.4977	0	0.5001	0.595045923	0.611534142	0.0023981725	0.3391018275	0	100	R	5.95815122710135
chr11	99231016	99231017	Smarce1	0	0.048860068	0	0	0.1372	0.1861	0.157386877	0.112990691	0.068491929	0.283752531	0.000644257	0	0.2013	0	0.1146	0.0061	0	0	0	0.4966	0	0.4992	0.593657321	0.611534142	0.012215017	0.145734983	0	100	R	42.1389170131285
chr11	99389363	99389364	Krt10	0.618224505	0.510998574	0	0	0	0	0.793323387	0	0	0	0	0	0	0.4958	0.0637	0.4534	0.560317539	0.608316432	0	0.498	0.5825	0.0296	0.07690476	0.330526841	0.28230576975	0	0.00894423025000002	100	R	0.448988092688786
chr11	100319995	100319996	Eif1	0.052450274	0.032169097	0	0	0.1786	0.1019	0	0	0	0	0.00410386	0.000117915	0.0386	0.0736	0.0818	0.015	0.008620932	0.02015542	0.0046	0.4019	0	0.5022	0.524831196	0.611534142	0.02115484275	0.03904515725	0	101	R	7.93901001208807
chr11	100356140	100356141	Hap1	0	0	0.080585091	0.406201251	0.213	0.0369	0.764375667	1	0	0.040492508	0.095834616	0.067260275	0.3456	0	0.3643	0	0	0	0.1205	0.0979	0.5666	0	0	0	0.1216965855	0.2332534145	0.2218534145	101	R	1
chr11	100397789	100397790	Jup	0.17160956	0.188343171	0	0.072729452	0.4046	0.3438	0.348175095	0.62051237	0	0	0	0	0.2964	0	0.378	0	0	0	0	0.5031	0	0.4937	0.594323188	0.611534142	0.10817054575	0.22902945425	0	101	R	42.1389170131285
chr11	100414818	100414819	Leprel4	0	0.085417963	0	0.097543154	0.7025	0.6196	0.092096798	0	0	0	0	0.128475914	0.3582	0.0174	0	0.4961	0.049654338	0.092019966	0	0.4917	0	0.4999	0.590716839	0.611534142	0.04574027925	0.13335972075	0	101	R	4.85120970377262
chr11	100415693	100415694	Fkbp10	0.195215939	0.340688869	0	0.345675923	0.608	0.5381	0.695067401	1	0	0	0	0.085482882	0.1618	0.1089	0	0.5103	0.216178339	0.312808198	0	0.4986	0.308	0.0116	0.035585748	0.197481347	0.22039518275	0	0	101	R	0.716452178054324
chr11	100441088	100441089	Nt5c3b	0.012958565	0.205875988	0	0	0.3031	0.2348	0	0	0.436621901	0.31949657	0	0	0.2759	1e-04	0.3649	0	0	0	0.0551	0.2404	0.0489	0.2982	0.260614945	0.611534142	0.05470863825	0.26569136175	0	101	R	42.1389170131285
chr11	100472781	100472782	Klhl11	0.235758885	0.064568533	0.137931608	0.319995916	0.083	0.1476	0	0	0	0	0	0.019270387	0.0069	0.462	0.2461	2e-04	0.000950739	0.002840966	0	0.5082	0	0.4979	0.600759595	0.611534142	0.1895637355	0	0	101	R	11.9231307698941
